queryAbsPath,qId,qIsPesentGT,beta,eta,tau,highSimilarity,qIsIn_eta,type
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.46,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.48,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.5,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.52,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.54,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.56,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.58,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.6,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.62,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.64,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.66,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.68,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.7,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.72,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.74,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.76,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.78,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.8,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.82,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.84,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.86,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.88,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.9,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.92,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.94,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.96,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0048.png,48,False,0.98,20,1000,0.45251444,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.2,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.22,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.24,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.26,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.28,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.3,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.32,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.34,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.36,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.38,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.4,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.42,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.44,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.46,20,1000,0.46698052,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.48,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.5,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.52,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.54,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.56,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.58,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.6,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.62,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.64,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.66,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.68,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.7,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.72,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.74,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.76,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.78,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.8,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.82,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.84,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.86,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.88,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.9,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.92,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.94,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.96,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0049.png,49,False,0.98,20,1000,0.46698052,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.2,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.22,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.24,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.26,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.28,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.3,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.32,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.34,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.36,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.38,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.4,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.42,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.44,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.46,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.48,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.5,20,1000,0.5065485,0,FalseCall
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.52,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.54,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.56,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.58,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.6,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.62,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.64,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.66,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.68,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.7,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.72,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.74,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.76,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.78,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.8,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.82,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.84,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.86,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.88,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.9,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.92,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.94,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.96,20,1000,0.5065485,0,TrueSilence
/home/luigy/luigy/develop/re3/tracking/dataset_prid2011/2022_new_expriments/1_yolov3_SiamlDL_every_80_frames/B-A/B-A_000009/thisCam_person_0042.png,42,False,0.98,20,1000,0.5065485,0,TrueSilence
